响应时间,机组名称,频率初值,频差极值,最大频率调节量,出力初值,出力极值,最大出力调节量,最大理论调节量,出力响应指数,实际贡献电量,理论贡献电量,电量贡献指数,综合指数,平均出力调节量,平均理论调节量,调差系数,滞后时间,调频死区,爬坡速率,响应偏差率,15秒实际贡献电量,15秒理论贡献电量,15秒贡献电量指数,30秒实际贡献电量,30秒理论贡献电量,30秒贡献电量指数,45秒实际贡献电量,45秒理论贡献电量,45秒贡献电量指数,60秒实际贡献电量,60秒理论贡献电量,60秒贡献电量指数,量测源
2017/06/02 14:54:38,安徽.滨淮厂 安徽.滨淮厂/13.8kV.滨淮厂#1机,49.971,-0.076,-0.047,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.030,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RTU
2017/06/02 14:54:38,安徽.滨淮厂 安徽.滨淮厂/13.8kV.滨淮厂#2机,49.971,-0.076,-0.047,119.5,120.4,0.9,2.8,33.4,6.82,16.77,40.7,37.0,0.4,1.0,11.0,0.00,0.030,2.87,21.4,2.57,7.35,34.96,4.68,11.11,42.07,5.68,14.61,38.87,6.82,16.77,40.68,PMU
2017/06/02 14:54:38,安徽.陈村站 安徽.陈村站/15.75kV.陈村站#1机,49.971,-0.076,-0.047,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.030,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,PMU
2017/06/02 14:54:38,安徽.陈村站 安徽.陈村站/15.75kV.陈村站#4机,49.971,-0.076,-0.047,29.5,29.6,0.0,0.5,6.9,-0.51,3.32,-15.5,-4.3,-0.0,0.2,-26.4,0.00,0.030,0.00,49.4,-0.08,1.43,-5.69,-0.23,2.19,-10.33,-0.37,2.88,-12.83,-0.51,3.32,-15.51,PMU
2017/06/02 14:54:38,安徽.阜润厂 安徽.阜润厂/22kV.阜润厂#1机,49.971,-0.076,-0.047,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.030,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,PMU
2017/06/02 14:54:38,安徽.阜润厂 安徽.阜润厂/22kV.阜润厂#2机,49.971,-0.076,-0.047,546.1,558.0,11.9,11.9,99.7,103.93,71.56,145.2,122.5,6.2,4.3,3.5,0.00,0.030,17.93,1.2,40.07,31.34,127.85,67.39,47.43,142.09,87.67,62.33,140.66,103.93,71.56,145.24,PMU
2017/06/02 14:54:38,安徽.顾桥厂 安徽.顾桥厂/20kV.顾桥厂#1机,49.971,-0.076,-0.047,159.4,160.7,1.3,6.1,21.5,12.67,36.90,34.3,27.9,0.8,2.2,8.0,0.00,0.030,0.50,24.4,0.68,16.16,4.22,3.32,24.45,13.58,7.76,32.14,24.13,12.67,36.90,34.35,PMU
2017/06/02 14:54:38,安徽.顾桥厂 安徽.顾桥厂/20kV.顾桥厂#2机,49.971,-0.076,-0.047,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.030,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,PMU
2017/06/02 14:54:38,安徽.合二厂 安徽.合二厂/20kV.合二厂#1机,49.971,-0.076,-0.047,305.1,310.3,5.2,6.5,79.6,65.37,39.13,167.1,123.3,3.9,2.3,2.8,0.00,0.030,4.19,3.7,16.21,17.14,94.57,37.01,25.93,142.70,54.93,34.08,161.17,65.37,39.13,167.06,PMU
2017/06/02 14:54:38,安徽.合二厂 安徽.合二厂/20kV.合二厂#2机,49.971,-0.076,-0.047,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.030,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,PMU
2017/06/02 14:54:38,安徽.合肥厂 安徽.合肥厂/20kV.合肥厂#6机,49.971,-0.076,-0.047,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.030,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,PMU
2017/06/02 14:54:38,安徽.合肥厂 安徽.合肥厂/22kV.合肥厂#5机,49.971,-0.076,-0.047,582.3,588.8,6.4,11.7,55.1,33.20,70.44,47.1,51.1,2.0,4.2,7.3,0.00,0.030,6.14,19.2,15.94,30.85,51.68,26.57,46.68,56.90,30.88,61.36,50.33,33.20,70.44,47.13,PMU
2017/06/02 14:54:38,安徽.虎山厂 安徽.虎山厂/20kV.虎山厂#1机,49.971,-0.076,-0.047,606.3,609.2,2.9,12.3,24.0,-2.45,73.79,-3.3,10.3,-0.2,4.4,4.3,0.00,0.030,0.00,37.4,7.34,32.32,22.72,9.26,48.91,18.92,6.12,64.28,9.52,-2.45,73.79,-3.32,PMU
2017/06/02 14:54:38,安徽.虎山厂 安徽.虎山厂/20kV.虎山厂#2机,49.971,-0.076,-0.047,604.8,607.5,2.7,12.3,21.9,7.63,73.79,10.3,16.1,0.5,4.4,-1.3,0.00,0.030,0.41,33.2,-3.50,32.32,-10.82,-3.25,48.91,-6.64,-0.28,64.28,-0.43,7.63,73.79,10.34,PMU
2017/06/02 14:54:38,安徽.华六厂 安徽.华六厂/13.8kV.华六厂#1机,49.971,-0.076,-0.047,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.030,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RTU
2017/06/02 14:54:38,安徽.华六厂 安徽.华六厂/13.8kV.华六厂#2机,49.971,-0.076,-0.047,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.030,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RTU
2017/06/02 14:54:38,安徽.华六厂 安徽.华六厂/20kV.华六厂#3机,49.971,-0.076,-0.047,501.2,502.5,1.3,12.3,10.5,-14.61,73.79,-19.8,-4.7,-0.9,4.4,-20.2,0.00,0.030,0.00,43.3,-5.75,32.32,-17.79,-11.47,48.91,-23.44,-14.15,64.28,-22.02,-14.61,73.79,-19.79,PMU
2017/06/02 14:54:38,安徽.华六厂 安徽.华六厂/20kV.华六厂#4机,49.971,-0.076,-0.047,320.8,324.0,3.2,12.3,26.4,35.04,73.80,47.5,36.9,2.1,4.4,8.2,0.00,0.030,1.63,19.0,6.64,32.32,20.54,18.79,48.91,38.43,28.47,64.28,44.28,35.04,73.80,47.49,PMU
2017/06/02 14:54:38,安徽.淮北二厂 安徽.淮北二厂/20kV.淮北二厂#1机,49.971,-0.076,-0.047,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.030,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,PMU
2017/06/02 14:54:38,安徽.淮北二厂 安徽.淮北二厂/20kV.淮北二厂#2机,49.971,-0.076,-0.047,220.4,222.1,1.8,5.9,29.6,12.16,35.77,34.0,31.8,0.7,2.2,5.5,0.00,0.030,1.20,24.0,-0.55,15.67,-3.50,4.25,23.71,17.91,10.24,31.16,32.85,12.16,35.77,34.00,PMU
2017/06/02 14:54:38,安徽.汇源厂 安徽.汇源厂/20kV.汇源厂#5机,49.971,-0.076,-0.047,276.9,280.6,3.8,6.9,55.0,24.67,41.37,59.6,57.3,1.5,2.5,8.1,0.00,0.030,13.35,14.6,10.77,18.12,59.41,17.34,27.42,63.23,22.34,36.04,62.00,24.67,41.37,59.64,PMU
2017/06/02 14:54:38,安徽.汇源厂 安徽.汇源厂/20kV.汇源厂#6机,49.971,-0.076,-0.047,282.7,290.2,7.4,6.9,107.9,32.08,41.37,77.6,92.8,1.9,2.5,5.0,0.00,0.030,27.37,10.4,18.97,18.12,104.68,24.43,27.42,89.11,29.64,36.03,82.24,32.08,41.37,77.56,PMU
2017/06/02 14:54:38,安徽.九华厂 安徽.九华厂/20kV.九华厂#1机,49.971,-0.076,-0.047,274.5,276.8,2.3,5.9,38.6,15.60,35.78,43.6,41.1,0.9,2.2,8.0,4.00,0.030,5.13,20.4,5.66,15.67,36.15,10.55,23.71,44.48,13.36,31.17,42.88,15.60,35.78,43.59,RTU
2017/06/02 14:54:38,安徽.九华厂 安徽.九华厂/20kV.九华厂#2机,49.971,-0.076,-0.047,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.030,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RTU
2017/06/02 14:54:38,安徽.临涣厂 安徽.临涣厂/20kV.临涣厂#1机,49.971,-0.076,-0.047,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.030,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,PMU
2017/06/02 14:54:38,安徽.临涣厂 安徽.临涣厂/20kV.临涣厂#2机,49.971,-0.076,-0.047,134.7,135.5,0.8,5.6,14.0,-11.90,33.54,-35.5,-10.8,-0.7,2.0,-12.9,0.00,0.030,0.00,48.9,-2.70,14.69,-18.41,-5.71,22.23,-25.70,-8.70,29.22,-29.78,-11.90,33.54,-35.48,PMU
