响应时间,机组名称,频率初值,频差极值,最大频率调节量,出力初值,出力极值,最大出力调节量,最大理论调节量,出力响应指数,实际贡献电量,理论贡献电量,电量贡献指数,综合指数,平均出力调节量,平均理论调节量,调差系数,滞后时间,调频死区,爬坡速率,响应偏差率,15秒实际贡献电量,15秒理论贡献电量,15秒贡献电量指数,30秒实际贡献电量,30秒理论贡献电量,30秒贡献电量指数,45秒实际贡献电量,45秒理论贡献电量,45秒贡献电量指数,60秒实际贡献电量,60秒理论贡献电量,60秒贡献电量指数,量测源
2017/07/31 09:32:36,安徽.滨淮厂 安徽.滨淮厂/13.8kV.滨淮厂#1机,49.969,-0.074,-0.043,91.5,92.6,1.1,2.6,42.4,17.91,21.37,83.8,63.1,1.1,1.3,6.0,0.00,0.031,15.55,8.6,4.37,6.70,65.21,8.90,11.73,75.89,13.44,16.55,81.19,17.91,21.37,83.81,RTU
2017/07/31 09:32:36,安徽.滨淮厂 安徽.滨淮厂/13.8kV.滨淮厂#2机,49.969,-0.074,-0.043,93.0,93.8,0.9,2.6,33.1,8.13,21.37,38.0,35.6,0.5,1.3,11.5,0.00,0.031,1.43,31.0,1.11,6.70,16.56,3.59,11.73,30.64,5.78,16.55,34.94,8.13,21.37,38.05,PMU
2017/07/31 09:32:36,安徽.陈村站 安徽.陈村站/15.75kV.陈村站#1机,49.969,-0.074,-0.043,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.031,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,PMU
2017/07/31 09:32:36,安徽.陈村站 安徽.陈村站/15.75kV.陈村站#4机,49.969,-0.074,-0.043,30.0,30.1,0.1,0.1,100.0,0.08,1.09,7.6,53.8,0.0,0.1,31.6,1.00,0.031,11.11,90.7,0.06,0.26,21.59,0.06,0.54,10.38,0.08,0.81,10.22,0.08,1.09,7.62,PMU
2017/07/31 09:32:36,安徽.阜润厂 安徽.阜润厂/22kV.阜润厂#1机,49.969,-0.074,-0.043,357.7,372.4,14.6,11.0,133.6,160.07,91.21,175.5,154.6,9.6,5.5,2.8,0.00,0.031,29.84,0.6,40.15,28.56,140.57,78.35,50.04,156.59,117.97,70.62,167.05,160.07,91.21,175.49,PMU
2017/07/31 09:32:36,安徽.阜润厂 安徽.阜润厂/22kV.阜润厂#2机,49.969,-0.074,-0.043,376.5,394.0,17.5,11.0,159.9,123.66,91.22,135.6,147.8,7.4,5.5,3.4,0.00,0.031,30.42,2.2,38.36,28.56,134.28,75.16,50.04,150.20,105.10,70.63,148.80,123.66,91.22,135.57,PMU
2017/07/31 09:32:36,安徽.顾桥厂 安徽.顾桥厂/20kV.顾桥厂#1机,49.969,-0.074,-0.043,204.6,206.8,2.2,5.7,39.7,26.68,47.03,56.7,48.2,1.6,2.8,7.9,0.00,0.031,0.69,21.6,4.05,14.73,27.53,10.38,25.80,40.22,18.00,36.41,49.42,26.68,47.03,56.73,PMU
2017/07/31 09:32:36,安徽.顾桥厂 安徽.顾桥厂/20kV.顾桥厂#2机,49.969,-0.074,-0.043,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.031,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,PMU
2017/07/31 09:32:36,安徽.合二厂 安徽.合二厂/20kV.合二厂#1机,49.969,-0.074,-0.043,233.7,238.3,4.7,6.0,77.9,56.25,49.88,112.8,95.3,3.4,3.0,3.9,0.00,0.031,1.35,7.3,8.48,15.62,54.26,21.66,27.36,79.15,37.84,38.62,97.98,56.25,49.88,112.77,PMU
2017/07/31 09:32:36,安徽.合二厂 安徽.合二厂/20kV.合二厂#2机,49.969,-0.074,-0.043,225.1,232.1,7.0,6.0,116.7,82.35,49.88,165.1,140.9,4.9,3.0,2.6,0.00,0.031,2.02,5.2,11.45,15.62,73.30,30.82,27.36,112.64,54.71,38.62,141.67,82.35,49.88,165.10,PMU
