响应时间,机组名称,频率初值,频差极值,最大频率调节量,出力初值,出力极值,最大出力调节量,最大理论调节量,出力响应指数,实际贡献电量,理论贡献电量,电量贡献指数,综合指数,平均出力调节量,平均理论调节量,调差系数,滞后时间,调频死区,爬坡速率,响应偏差率,15秒实际贡献电量,15秒理论贡献电量,15秒贡献电量指数,30秒实际贡献电量,30秒理论贡献电量,30秒贡献电量指数,45秒实际贡献电量,45秒理论贡献电量,45秒贡献电量指数,60秒实际贡献电量,60秒理论贡献电量,60秒贡献电量指数,量测源
2016/06/17 13:39:06,安徽.滨淮厂 安徽.滨淮厂/13.8kV.滨淮厂#1机,49.968,-0.138,-0.106,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.032,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,PMU
2016/06/17 13:39:06,安徽.滨淮厂 安徽.滨淮厂/13.8kV.滨淮厂#2机,49.968,-0.138,-0.106,104.3,107.1,2.8,6.4,43.1,37.40,49.85,75.0,59.0,2.2,3.0,6.2,0.00,0.032,3.76,12.3,6.64,17.91,37.05,16.08,28.54,56.33,27.05,39.46,68.54,37.40,49.85,75.02,PMU
2016/06/17 13:39:06,安徽.陈村站 安徽.陈村站/15.75kV.陈村站#1机,49.968,-0.138,-0.106,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.032,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,PMU
2016/06/17 13:39:06,安徽.陈村站 安徽.陈村站/15.75kV.陈村站#4机,49.968,-0.138,-0.106,29.0,29.1,0.1,1.0,9.6,-1.94,9.68,-20.1,-5.2,-0.1,0.6,-13.4,0.00,0.032,0.00,70.1,-0.71,3.29,-21.43,-1.42,5.42,-26.25,-1.62,7.60,-21.24,-1.94,9.68,-20.08,PMU
2016/06/17 13:39:06,安徽.阜润厂 安徽.阜润厂/22kV.阜润厂#1机,49.968,-0.138,-0.106,403.3,430.4,27.1,27.2,99.7,375.22,212.71,176.4,138.0,22.5,12.8,2.8,0.00,0.032,9.42,0.7,95.70,76.41,125.24,205.83,121.75,169.05,299.64,168.37,177.97,375.22,212.71,176.40,RTU
2016/06/17 13:39:06,安徽.阜润厂 安徽.阜润厂/22kV.阜润厂#2机,49.968,-0.138,-0.106,441.0,467.3,26.3,27.2,96.7,290.84,212.71,136.7,116.7,17.5,12.8,3.8,0.00,0.032,38.56,0.2,89.37,76.41,116.97,153.32,121.75,125.92,219.76,168.38,130.52,290.84,212.71,136.73,RTU
2016/06/17 13:39:06,安徽.顾桥厂 安徽.顾桥厂/20kV.顾桥厂#1机,49.968,-0.138,-0.106,166.6,170.0,3.4,14.0,23.9,47.54,109.68,43.3,33.6,2.8,6.6,10.6,0.00,0.032,1.69,26.6,8.54,39.40,21.68,21.00,62.78,33.44,34.51,86.82,39.75,47.54,109.68,43.34,PMU
2016/06/17 13:39:06,安徽.顾桥厂 安徽.顾桥厂/20kV.顾桥厂#2机,49.968,-0.138,-0.106,220.0,226.2,6.2,14.0,44.3,88.75,109.68,80.9,62.6,5.3,6.6,5.5,0.00,0.032,2.80,10.6,14.89,39.40,37.80,38.58,62.78,61.45,63.82,86.82,73.51,88.75,109.68,80.92,PMU
2016/06/17 13:39:06,安徽.合二厂 安徽.合二厂/20kV.合二厂#1机,49.968,-0.138,-0.106,283.5,295.7,12.2,14.9,81.8,172.34,116.32,148.2,115.0,10.3,7.0,3.2,0.00,0.032,3.51,4.6,34.49,41.79,82.53,76.99,66.58,115.62,123.46,92.07,134.08,172.34,116.32,148.16,PMU
2016/06/17 13:39:06,安徽.合二厂 安徽.合二厂/20kV.合二厂#2机,49.968,-0.138,-0.106,291.5,299.6,8.1,14.9,54.3,118.44,116.32,101.8,78.1,7.1,7.0,4.7,0.00,0.032,2.33,7.4,23.80,41.79,56.96,53.39,66.58,80.18,85.66,92.07,93.04,118.44,116.32,101.82,PMU
2016/06/17 13:39:06,安徽.合肥厂 安徽.合肥厂/20kV.合肥厂#6机,49.968,-0.138,-0.106,110.8,116.2,5.4,26.8,20.1,-127.92,209.38,-61.1,-20.5,-7.7,12.6,-5.9,0.00,0.032,51.39,75.6,-11.50,75.21,-15.29,-37.48,119.85,-31.27,-76.23,165.74,-46.00,-127.92,209.38,-61.09,PMU
2016/06/17 13:39:06,安徽.合肥厂 安徽.合肥厂/22kV.合肥厂#5机,49.968,-0.138,-0.106,522.2,535.9,13.7,26.8,51.3,156.39,209.38,74.7,63.0,9.4,12.6,5.7,0.00,0.032,9.34,14.0,30.48,75.21,40.53,83.06,119.85,69.30,125.21,165.74,75.55,156.39,209.38,74.69,PMU
2016/06/17 13:39:06,安徽.虎山厂 安徽.虎山厂/20kV.虎山厂#1机,49.968,-0.138,-0.106,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.032,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,PMU
2016/06/17 13:39:06,安徽.虎山厂 安徽.虎山厂/20kV.虎山厂#2机,49.968,-0.138,-0.106,487.4,497.3,9.9,28.1,35.3,132.53,219.36,60.4,47.8,7.9,13.2,7.2,0.00,0.032,7.63,18.6,24.15,78.80,30.65,59.09,125.56,47.06,95.72,173.64,55.13,132.53,219.36,60.42,PMU
2016/06/17 13:39:06,安徽.华六厂 安徽.华六厂/13.8kV.华六厂#1机,49.968,-0.138,-0.106,0.1,0.1,0.0,5.7,0.0,0.00,44.87,0.0,0.0,0.0,2.7,0.0,60.00,0.032,0.00,46.9,0.00,16.12,0.00,0.00,25.68,0.00,0.00,35.52,0.00,0.00,44.87,0.00,RTU
